HMDB ID;Name;Chemical Formula;Monoisotopic Mass;Average Mass;
HMDB12343;PS(14:1(9Z)/16:0);C36H68NO10P;705.4580839;705.8996;
HMDB12344;PS(14:1(9Z)/16:1(9Z));C36H66NO10P;703.4424338;703.8837;
HMDB12345;PS(14:1(9Z)/18:0);C38H72NO10P;733.489384;733.9527;
HMDB12346;PS(14:1(9Z)/18:1(9Z));C38H70NO10P;731.473734;731.9369;
HMDB12347;PS(14:1(9Z)/18:2(9Z,12Z));C38H68NO10P;729.4580839;729.921;
HMDB12348;PS(14:1(9Z)/18:3(9Z,12Z,15Z));C38H66NO10P;727.4424338;727.9051;
HMDB12349;PS(14:1(9Z)/20:3(8Z,11Z,14Z));C40H70NO10P;755.473734;755.9583;
HMDB12350;PS(14:1(9Z)/20:4(5Z,8Z,11Z,14Z));C40H68NO10P;753.4580839;753.9424;
HMDB12351;PS(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C42H68NO10P;777.4580839;777.9638;
HMDB12352;PS(16:0/14:0);C36H70NO10P;707.4737345;707.927;
HMDB12353;PS(16:0/14:1(9Z));C36H68NO10P;705.4580844;705.911;
HMDB12355;PS(16:0/16:1(9Z));C38H72NO10P;733.4893845;733.965;
HMDB12356;PS(16:0/18:0);C40H78NO10P;763.5363347;764.035;
HMDB12357;PS(16:0/18:1(9Z));C40H76NO10P;761.5206846;762.019;
HMDB12358;PS(16:0/18:2(9Z,12Z));C40H74NO10P;759.5050341;759.99;
HMDB12359;PS(16:0/18:3(9Z,12Z,15Z));C40H72NO10P;757.489384;757.9741;
HMDB12360;PS(16:0/20:3(8Z,11Z,14Z));C42H76NO10P;785.5206842;786.0273;
HMDB12361;PS(16:0/20:4(5Z,8Z,11Z,14Z));C42H74NO10P;783.5050341;784.0114;
HMDB12362;PS(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C44H74NO10P;807.5050341;808.0328;
HMDB12363;PS(16:1(9Z)/14:0);C36H68NO10P;705.4580844;705.911;
HMDB12364;PS(16:1(9Z)/14:1(9Z));C36H66NO10P;703.4424338;703.8837;
HMDB12365;PS(16:1(9Z)/16:0);C38H72NO10P;733.4893845;733.965;
HMDB12366;PS(16:1(9Z)/16:1(9Z));C38H70NO10P;731.4737345;731.949;
HMDB12367;PS(16:1(9Z)/18:0);C40H76NO10P;761.5206846;762.019;
HMDB12368;PS(16:1(9Z)/18:1(9Z));C40H74NO10P;759.5050346;760.003;
HMDB12369;PS(16:1(9Z)/18:2(9Z,12Z));C40H72NO10P;757.489384;757.9741;
HMDB12370;PS(16:1(9Z)/18:3(9Z,12Z,15Z));C40H70NO10P;755.473734;755.9583;
HMDB12371;PS(16:1(9Z)/20:3(8Z,11Z,14Z));C42H74NO10P;783.5050341;784.0114;
HMDB12372;PS(16:1(9Z)/20:4(5Z,8Z,11Z,14Z));C42H72NO10P;781.489384;781.9955;
HMDB12373;PS(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C44H72NO10P;805.489384;806.0169;
HMDB12374;PS(18:0/14:0);C38H74NO10P;735.5050346;735.981;
HMDB12375;PS(18:0/14:1(9Z));C38H72NO10P;733.489384;733.9527;
HMDB12376;PS(18:0/16:0);C40H78NO10P;763.5363347;764.035;
HMDB12377;PS(18:0/16:1(9Z));C40H76NO10P;761.5206846;762.019;
HMDB12378;PS(18:0/18:0);C42H82NO10P;791.5676348;792.089;
HMDB12380;PS(18:0/18:2(9Z,12Z));C42H78NO10P;787.5363342;788.0432;
HMDB12381;PS(18:0/18:3(9Z,12Z,15Z));C42H76NO10P;785.5206842;786.0273;
HMDB12382;PS(18:0/20:3(8Z,11Z,14Z));C44H80NO10P;813.5519843;814.0805;
HMDB12383;PS(18:0/20:4(5Z,8Z,11Z,14Z));C44H78NO10P;811.5363342;812.0646;
HMDB12385;PS(18:1(9Z)/14:0);C38H72NO10P;733.4893845;733.965;
HMDB12386;PS(18:1(9Z)/14:1(9Z));C38H70NO10P;731.473734;731.9369;
HMDB12387;PS(18:1(9Z)/16:0);C40H76NO10P;761.5206846;762.019;
HMDB12388;PS(18:1(9Z)/16:1(9Z));C40H74NO10P;759.5050346;760.003;
HMDB12389;PS(18:1(9Z)/18:0);C42H80NO10P;789.5519848;790.073;
HMDB12390;PS(18:1(9Z)/18:1(9Z));C42H78NO10P;787.5363347;788.057;
HMDB12391;PS(18:1(9Z)/18:2(9Z,12Z));C42H76NO10P;785.5206842;786.0273;
HMDB12392;PS(18:1(9Z)/18:3(9Z,12Z,15Z));C42H74NO10P;783.5050341;784.0114;
HMDB12393;PS(18:1(9Z)/20:3(8Z,11Z,14Z));C44H78NO10P;811.5363342;812.0646;
HMDB12394;PS(18:1(9Z)/20:4(5Z,8Z,11Z,14Z));C44H76NO10P;809.5206842;810.0487;
HMDB12395;PS(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C46H76NO10P;833.5206842;834.0701;
HMDB12396;PS(18:2(9Z,12Z)/14:0);C38H70NO10P;731.473734;731.9369;
HMDB12397;PS(18:2(9Z,12Z)/14:1(9Z));C38H68NO10P;729.4580839;729.921;
HMDB12398;PS(18:2(9Z,12Z)/16:0);C40H74NO10P;759.5050341;759.99;
HMDB12399;PS(18:2(9Z,12Z)/16:1(9Z));C40H72NO10P;757.489384;757.9741;
HMDB12400;PS(18:2(9Z,12Z)/18:0);C42H78NO10P;787.5363342;788.0432;
HMDB12401;PS(18:2(9Z,12Z)/18:1(9Z));C42H76NO10P;785.5206842;786.0273;
HMDB12402;PS(18:2(9Z,12Z)/18:2(9Z,12Z));C42H74NO10P;783.5050341;784.0114;
HMDB12403;PS(18:2(9Z,12Z)/18:3(9Z,12Z,15Z));C42H72NO10P;781.489384;781.9955;
HMDB12404;PS(18:2(9Z,12Z)/20:3(8Z,11Z,14Z));C44H76NO10P;809.5206842;810.0487;
HMDB12405;PS(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z));C44H74NO10P;807.5050341;808.0328;
HMDB12406;PS(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C46H74NO10P;831.5050341;832.0542;
HMDB12407;PS(18:3(9Z,12Z,15Z)/14:0);C38H68NO10P;729.4580839;729.921;
HMDB12408;PS(18:3(9Z,12Z,15Z)/14:1(9Z));C38H66NO10P;727.4424338;727.9051;
HMDB12409;PS(18:3(9Z,12Z,15Z)/16:0);C40H72NO10P;757.489384;757.9741;
HMDB12410;PS(18:3(9Z,12Z,15Z)/16:1(9Z));C40H70NO10P;755.473734;755.9583;
HMDB12411;PS(18:3(9Z,12Z,15Z)/18:0);C42H76NO10P;785.5206842;786.0273;
HMDB12412;PS(18:3(9Z,12Z,15Z)/18:1(9Z));C42H74NO10P;783.5050341;784.0114;
HMDB12413;PS(18:3(9Z,12Z,15Z)/18:2(9Z,12Z));C42H72NO10P;781.489384;781.9955;
HMDB12414;PS(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z));C42H70NO10P;779.473734;779.9797;
HMDB12415;PS(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z));C44H74NO10P;807.5050341;808.0328;
HMDB12416;PS(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z));C44H72NO10P;805.489384;806.0169;
HMDB12417;PS(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C46H72NO10P;829.489384;830.0383;
HMDB12418;PS(20:3(8Z,11Z,14Z)/14:0);C40H72NO10P;757.489384;757.9741;
HMDB12419;PS(20:3(8Z,11Z,14Z)/14:1(9Z));C40H70NO10P;755.473734;755.9583;
HMDB12420;PS(20:3(8Z,11Z,14Z)/16:0);C42H76NO10P;785.5206842;786.0273;
HMDB12421;PS(20:3(8Z,11Z,14Z)/16:1(9Z));C42H74NO10P;783.5050341;784.0114;
HMDB12422;PS(20:3(8Z,11Z,14Z)/18:0);C44H80NO10P;813.5519843;814.0805;
HMDB12423;PS(20:3(8Z,11Z,14Z)/18:1(9Z));C44H78NO10P;811.5363342;812.0646;
HMDB12424;PS(20:3(8Z,11Z,14Z)/18:2(9Z,12Z));C44H76NO10P;809.5206842;810.0487;
HMDB12425;PS(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z));C44H74NO10P;807.5050341;808.0328;
HMDB12426;PS(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z));C46H78NO10P;835.5363342;836.086;
HMDB12427;PS(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));C46H76NO10P;833.5206842;834.0701;
HMDB12428;PS(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C48H76NO10P;857.5206842;858.0915;
HMDB12429;PS(20:4(5Z,8Z,11Z,14Z)/14:0);C40H70NO10P;755.473734;755.9583;
HMDB12430;PS(20:4(5Z,8Z,11Z,14Z)/14:1(9Z));C40H68NO10P;753.4580839;753.9424;
HMDB12431;PS(20:4(5Z,8Z,11Z,14Z)/16:0);C42H74NO10P;783.5050341;784.0114;
HMDB12432;PS(20:4(5Z,8Z,11Z,14Z)/16:1(9Z));C42H72NO10P;781.489384;781.9955;
HMDB12433;PS(20:4(5Z,8Z,11Z,14Z)/18:0);C44H78NO10P;811.5363342;812.0646;
HMDB12434;PS(20:4(5Z,8Z,11Z,14Z)/18:1(9Z));C44H76NO10P;809.5206842;810.0487;
HMDB12435;PS(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z));C44H74NO10P;807.5050341;808.0328;
HMDB12436;PS(20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z));C44H72NO10P;805.489384;806.0169;
HMDB12437;PS(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z));C46H76NO10P;833.5206842;834.0701;
HMDB12438;PS(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));C46H74NO10P;831.5050341;832.0542;
HMDB12439;PS(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C48H74NO10P;855.5050341;856.0756;
HMDB12440;PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0);C42H70NO10P;779.473734;779.9797;
HMDB12441;PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:1(9Z));C42H68NO10P;777.4580839;777.9638;
HMDB12442;PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0);C44H74NO10P;807.5050341;808.0328;
HMDB12443;PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z));C44H72NO10P;805.489384;806.0169;
HMDB12444;PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0);C46H78NO10P;835.5363342;836.086;
HMDB12445;PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C46H76NO10P;833.5206842;834.0701;
HMDB12446;PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z));C46H74NO10P;831.5050341;832.0542;
HMDB12447;PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z));C46H72NO10P;829.489384;830.0383;
HMDB12448;PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z));C48H76NO10P;857.5206842;858.0915;
HMDB12449;PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z));C48H74NO10P;855.5050341;856.0756;
HMDB12450;PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C50H74NO10P;879.5050341;880.097;
HMDB12451;all-trans-5,6-Epoxyretinoic acid;C20H28O3;316.2038448;316.4345;
HMDB12452;all-trans-18-Hydroxyretinoic acid;C20H28O3;316.2038448;316.4345;
HMDB12453;3 beta-Hydroxy-5-cholestenoate;C27H44O3;416.3290453;416.6365;
HMDB12454;3 beta,7 alpha-Dihydroxy-5-cholestenoate;C27H44O4;432.3239599;432.6359;
HMDB12455;3 alpha,7 alpha,26-Trihydroxy-5beta-cholestane;C27H48O3;420.3603454;420.6682;
HMDB12456;3 alpha,7 alpha,24-Trihydroxy-5beta-cholestanoyl-CoA;C48H80N7O20P3S;1199.439168;1200.17;
HMDB12457;7 alpha,24-Dihydroxy-4-cholesten-3-one;C27H44O3;416.3290453;416.6365;
HMDB12458;7 alpha-Hydroxy-3-oxo-4-cholestenoate;C27H42O4;430.3083098;430.62;
HMDB12459;7 alpha,26-Dihydroxy-4-cholesten-3-one;C27H44O3;416.3290453;416.6365;
HMDB12467;(-)-Epicatechin sulfate;C15H13O9S;369.0280277;369.323;
HMDB12468;(-)-Epigallocatechin sulfate;C15H13O10S;385.0229423;385.323;
HMDB12469;(-)-Salsoline;C11H15NO2;193.1102787;193.2423;
HMDB12470;(2S,6R,10R)-Trimethyl-2E-hendecenoyl-CoA;C35H56N7O17P3S;971.2666236;971.842;
HMDB12471;(2S,6R,10R)-Trimethyl-hendecanoyl-CoA;C35H58N7O17P3S;973.2822737;973.858;
HMDB12472;(3E,5Z,8Z)-Tetradecatrienoyl-CoA;C35H52N7O17P3S;967.2353235;967.81;
HMDB12473;(3S)-3-Hydroxy-cis,cis-palmito-7,10-dienoyl-CoA;C37H58N7O18P3S;1013.277188;1013.879;
HMDB12474;(3S)-3-Hydroxy-cis-8-tetradecenoyl-CoA;C35H56N7O18P3S;987.2615382;987.842;
HMDB12475;(3S)-3-Hydroxyadipyl-CoA;C27H44N7O20P3S;911.1574671;911.659;
HMDB12476;(3S)-3-Hydroxydodec-cis-6-enoyl-CoA;C33H52N7O18P3S;959.2302381;959.788;
HMDB12477;(3S)-3-Hydroxylinoleoyl-CoA;C39H62N7O18P3S;1041.308488;1041.932;
HMDB12479;(3S)-Hydroxy-tetracosa-6,9,12,15,18,21-all-cis-hexaenoyl-CoA;C45H66N7O18P3S;1117.339789;1118.028;
HMDB12480;(4R,8R,12R)-Trimethyl-2E-tridecenoyl-CoA;C37H60N7O17P3S;999.2979238;999.895;
HMDB12481;(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate;C20H32O5;352.2249741;352.4651;
HMDB12482;(6R)-6-(L-Erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroxypterin;C9H14N4O3;226.1065903;226.2325;
HMDB12484;(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline;C11H15NO2;193.1102787;193.2423;
HMDB12485;(R)-glycerol 1-acetate;C5H10O4;134.0579088;134.1305;
HMDB12486;(R,S)-Norlaudanosoline;C16H17NO4;287.115758;287.3105;
HMDB12487;(S)-3-hydroxypalmitoleoyl-CoA;C37H60N7O18P3S;1015.292838;1015.895;
HMDB12488;1,2,3,4-Tetrahydro-beta-carboline;C11H12N2;172.1000484;172.2264;
HMDB12489;1,2,3,4-Tetrahydroisoquinoline;C9H11N;133.0891494;133.1903;
HMDB12490;1,2-Dehydrosalsolinol;C10H11NO2;177.0789786;177.1998;
HMDB12491;1,4-Benzothiazine-O-quinonimine;C12H12N2O5S;296.0466922;296.299;
HMDB12492;1-(1,2,3,4,5-Pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate;C17H21N2O7;365.134876;365.3578;
HMDB12494;1-Diphosinositol pentakisphosphate;C6H19O27P7;739.827701;740.0152;
HMDB12496;1-Lyso-2-arachidonoyl-phosphatidate;C23H37O7P;456.2276901;456.5094;
HMDB12497;1-Pyrroline;C4H7N;69.05784923;69.1051;
HMDB12498;10,11-dihydro-12-oxo-LTB4;C20H32O4;336.2300595;336.4657;
HMDB12501;10,11-Dihydro-12R-hydroxy-leukotriene E4;C23H39NO6S;457.2498087;457.624;
HMDB12502;10,11-dihydro-20-dihydroxy-LTB4;C20H34O6;370.2355388;370.4804;
HMDB12503;10,11-dihydro-20-trihydroxy-leukotriene B4;C20H34O7;386.2304534;386.4798;
HMDB12504;10,11-dihydro-leukotriene B4;C20H34O4;338.2457096;338.4816;
HMDB12508;10-HETE;C20H32O3;320.2351449;320.4663;
HMDB12515;11'-Carboxy-alpha-chromanol;C26H42O4;418.3083098;418.6093;
HMDB12516;11'-Carboxy-alpha-tocotrienol;C26H38O4;414.2770097;414.5775;
HMDB12517;11'-Carboxy-gamma-chromanol;C25H40O4;404.2926598;404.5827;
HMDB12518;11'-Carboxy-gamma-tocotrienol;C25H36O4;400.2613596;400.5509;
HMDB12530;11-Hydroxyeicosatetraenoate glyceryl ester;C23H38O5;394.2719243;394.5448;
HMDB12533;11beta-Hydroxytestosterone;C19H28O3;304.2038448;304.4238;
HMDB12534;11R-HEPE;C20H30O3;318.2194948;318.4504;
HMDB12535;12S-HHT;C17H28O3;280.2038448;280.4024;
HMDB12549;12-oxo-10,11-dihydro-20-COOH-LTB4;C20H30O6;366.2042387;366.4486;
HMDB12550;12-Oxo-20-carboxy-leukotriene B4;C20H28O6;364.1885886;364.4327;
HMDB12551;12-oxo-20-dihydroxy-leukotriene B4;C20H30O6;366.2042387;366.4486;
HMDB12552;12-Oxo-20-hydroxy-leukotriene B4;C20H30O5;350.2093241;350.4492;
HMDB12553;12-Oxo-20-trihydroxy-leukotriene B4;C20H30O7;382.1991533;382.448;
HMDB12555;13'-Carboxy-alpha-tocopherol;C29H48O4;460.35526;460.689;
HMDB12556;13'-Carboxy-alpha-tocotrienol;C29H42O4;454.3083098;454.6414;
HMDB12557;13'-Carboxy-gamma-tocopherol;C28H46O4;446.33961;446.6624;
HMDB12558;13'-Carboxy-gamma-tocotrienol;C28H40O4;440.2926598;440.6148;
HMDB12559;13'-Hydroxy-alpha-tocopherol;C29H50O3;446.3759955;446.7055;
HMDB12560;13'-Hydroxy-alpha-tocotrienol;C29H44O3;440.3290453;440.6579;
HMDB12561;13'-Hydroxy-gamma-tocopherol;C28H48O3;432.3603454;432.6789;
HMDB12562;13'-Hydroxy-gamma-tocotrienol;C28H42O3;426.3133952;426.6313;
HMDB12563;13,14-Dihydro- lipoxin A4;C20H34O5;354.2406242;354.481;
HMDB12564;13,14-Dihydro-15-oxo-lipoxin A4;C20H32O5;352.2249741;352.4651;
HMDB12567;13-HETE;C20H32O3;320.2351449;320.4663;
HMDB12575;13E-Tetranor-16-carboxy-LTE4;C19H27NO7S;413.1508229;413.485;
HMDB12576;13E-Tetranor-16-oxo-16-CoA-LTE4;C40H57N8O22P3S2;1158.224166;1158.972;
HMDB12580;14-hydroxy-E4-neuroprostane;C22H32O5;376.2249741;376.4865;
HMDB12587;15-Epi-lipoxin A4;C20H32O5;352.2249741;352.4651;
HMDB12588;15-Epi-lipoxin B5;C20H30O5;350.2093241;350.4492;
HMDB12590;15-Oxo-lipoxin A4;C20H30O5;350.2093241;350.4492;
HMDB12593;16(S)-hydroxy-18-oxo-18-CoA-LTE4;C42H63N8O23P3S2;1204.266031;1205.041;
HMDB12594;16,18-Oxo-18-CoA-dinor-LTE4;C42H61N8O23P3S2;1202.250381;1203.025;
HMDB12597;16E-18-Oxo-18-CoA-dinor-LTE4;C42H61N8O22P3S2;1186.255467;1187.025;
HMDB12598;17-HETE;C20H32O3;320.2351449;320.4663;
HMDB12601;17-hydroxy-E4-neuroprostane;C22H32O5;376.2249741;376.4865;
HMDB12605;18(R)-Hydroxy-20-oxo-20-CoA-LTE4;C44H65N8O23P3S2;1230.281681;1231.078;
HMDB12606;18,20-Dioxo-20-CoA-leukotriene B4;C41H58N7O22P3S;1125.256847;1125.919;
HMDB12607;18-Carboxy-dinor-LTE4;C21H31NO7S;441.182123;441.538;
HMDB12608;18-CoA-18-oxo-dinorleukotriene B4;C39H56N7O21P3S;1083.246282;1083.883;
HMDB12609;18E-20-oxo-20-CoA-LTB4;C41H58N7O21P3S;1109.261932;1109.92;
HMDB12610;18E-20-Oxo-20-CoA-LTE4;C44H63N8O22P3S2;1212.271117;1213.063;
HMDB12611;18R-HEPE;C20H30O3;318.2194948;318.4504;
HMDB12612;19-Hydroxydeoxycorticosterone;C21H30O4;346.2144094;346.4605;
HMDB12613;19-Oic-deoxycorticosterone;C21H28O5;360.193674;360.444;
HMDB12614;19-Oxo-deoxycorticosterone;C21H28O4;344.1987594;344.4446;
HMDB12622;2-Hydroxyestrone sulfate;C18H21O6S;365.1058841;365.421;
HMDB12623;2-Hydroxyestrone-1-S-glutathione;C28H37N3O9S;591.2250505;591.673;
HMDB12624;2-Hydroxyestrone-4-S-glutathione;C28H37N3O9S;591.2250505;591.673;
HMDB12631;20-CoA-20-oxo-18R-hydroxyleucotriene B4;C41H60N7O22P3S;1127.272497;1127.935;
HMDB12632;20-CoA-20-oxo-leukotriene B4;C41H60N7O21P3S;1111.277582;1111.936;
HMDB12633;20-COOH-10,11-dihydro-LTB4;C20H32O6;368.2198888;368.4645;
HMDB12634;20-COOH-leukotriene E4;C23H35NO7S;469.2134232;469.592;
HMDB12635;20-dihydroxyleukotriene B4;C20H32O6;368.2198888;368.4645;
HMDB12638;20-hydroxy-E4-neuroprostane;C22H32O5;376.2249741;376.4865;
HMDB12639;20-Hydroxy-leukotriene E4;C23H37NO6S;455.2341586;455.608;
HMDB12641;20-oxo-leukotriene B4;C20H30O5;350.2093241;350.4492;
HMDB12642;20-Oxo-leukotriene E4;C23H35NO6S;453.2185085;453.592;
HMDB12643;20-Trihydroxy-leukotriene-B4;C20H32O7;384.2148034;384.4639;
HMDB12654;2beta-Hydroxytestosterone;C19H28O3;304.2038448;304.4238;
HMDB12674;3(S)-3-hydroxydodecen-(5Z)-oyl-CoA;C33H52N7O18P3S;959.2302381;959.788;
HMDB12710;3-Dehydroquinate;C7H10O6;190.0477381;190.1507;
HMDB12715;3-hydroxyoctadecanoyl-CoA;C39H66N7O18P3S;1045.339789;1045.964;
HMDB12777;4-hydroxy-D4-neuroprostane;C22H32O5;376.2249741;376.4865;
HMDB12779;4-Hydroxyestrone sulfate;C18H22O6S;366.1137091;366.429;
HMDB12780;4-Hydroxyestrone-2-S-glutathione;C28H37N3O9S;591.2250505;591.673;
HMDB12782;4-Methoxy-17beta-estradiol;C19H26O3;302.1881947;302.4079;
HMDB12788;4-OH-Retinal;C20H28O2;300.2089301;300.4351;
HMDB12789;4-Oxo-13-cis-retinoate;C20H26O3;314.1881947;314.4186;
HMDB12794;4-Oxoretinal;C20H26O2;298.1932801;298.4192;
HMDB12798;5'-Carboxy-alpha-chromanol;C19H28O4;320.1987594;320.4232;
HMDB12799;5'-Carboxy-gamma-chromanol;C18H26O4;306.1831093;306.3966;
HMDB12815;5-Aminopentanal;C5H11NO;101.084064;101.1469;
HMDB12819;5-Hydroxykynurenine;C10H12N2O4;224.0797069;224.2133;
HMDB12824;5-Oxo-6-trans-leukotriene B4;C20H30O4;334.2144094;334.4498;
HMDB12838;6,7-dihydro-12-epi-LTB4;C20H34O4;338.2457096;338.4816;
HMDB12839;6,7-dihydro-5-oxo-12-epi-LTB4;C20H32O4;336.2300595;336.4657;
HMDB12843;6-Hydroxyhexanoic acid;C6H12O3;132.0786443;132.1577;
HMDB12848;7'-Carboxy-alpha-chromanol;C21H32O4;348.2300595;348.4764;
HMDB12849;7'-Carboxy-alpha-tocotrienol;C21H30O4;346.2144094;346.4605;
HMDB12850;7'-Carboxy-gamma-chromanol;C20H30O4;334.2144094;334.4498;
HMDB12851;7'-Carboxy-gamma-tocotrienol;C20H28O4;332.1987594;332.4339;
HMDB12855;7-hydroxy-D4-neuroprostane;C22H32O5;376.2249741;376.4865;
HMDB12866;9'-Carboxy-alpha-chromanol;C24H38O4;390.2770097;390.5561;
HMDB12867;9'-Carboxy-alpha-tocotrienol;C24H34O4;386.2457096;386.5244;
HMDB12868;9'-Carboxy-gamma-chromanol;C23H36O4;376.2613596;376.5295;
HMDB12869;9'-Carboxy-gamma-tocotrienol;C23H32O4;372.2300595;372.4978;
HMDB12874;9,13-cis-Retinoate;C20H28O2;300.2089301;300.4351;
HMDB12880;Acetamidopropanal;C5H9NO2;115.0633285;115.1305;
HMDB12881;Acetylcarnosine;C11H16N4O4;268.117155;268.2691;
HMDB12882;Adipate semialdehyde;C6H10O3;130.0629942;130.1418;
HMDB12883;Adrenochrome o-semiquinone;C9H10NO3;180.0660682;180.1806;
HMDB12884;Adrenochrome;C9H9NO3;179.0582432;179.1727;
HMDB12894;Apelin-13;C69H111N23O16S;1549.829985;1550.829;
HMDB12895;Arginine vasopressin 1-8;C44H61N13O12S2;1027.400406;1028.165;
HMDB12897;Beta-Carboline;C11H8N2;168.0687483;168.1946;
HMDB12911;CoA-18-COOH-15E-dinor-LTE4;C42H61N8O22P3S2;1186.255467;1187.025;
HMDB12912;CoA-20-COOH-18-oxo-LTE4;C44H63N8O23P3S2;1228.266031;1229.062;
HMDB12913;CoA-20-COOH-LTE4;C44H65N8O22P3S2;1214.286767;1215.079;
HMDB12914;CoA-omega-COOH-dinor-LTE4;C42H61N8O22P3S2;1186.255467;1187.025;
HMDB12915;Coniferyl alcohol;C10H12O3;180.0786443;180.2005;
HMDB12916;Cyanosulfurous acid anion;CH2NO2S;91.980624;92.097;
HMDB12925;Dehydrospermidine;C7H17N3;143.1422476;143.23;
HMDB12930;Docosanoyl-CoA;C43H74N7O17P3S;1085.407474;1086.071;
HMDB12931;Dopachrome o-semiquinone;C9H8NO4;194.0453327;194.1641;
HMDB12932;Dynorphin A (6-8);C18H37N9O4;443.2968507;443.5443;
HMDB12933;Dynorphin A 1-8;C46H72N14O10;980.5555846;981.1517;
HMDB12934;Dynorphin A 9-17;C53H85N17O14;1183.646191;1184.3475;
HMDB12935;Dynorphin A;C69H116N23O13;1474.912296;1475.8056;
HMDB12936;Dynorphin B (10-13);C20H39N5O6;445.290034;445.5536;
HMDB12937;Dynorphin B (6-9);C26H43N11O6;605.3397782;605.6897;
HMDB12938;Dynorphin B;C74H115N21O17;1569.877981;1570.8354;
HMDB12941;Estrone-2,3-quinone;C18H20O3;284.1412445;284.3496;
HMDB12942;Estrone-3,4-quinone;C18H20O3;284.1412445;284.3496;
HMDB12943;Fe3+;Fe;55.93494213;55.845;
HMDB12947;Ferrocytochrome;C33H32FeN4O4;604.1772977;604.477;
HMDB12948;Formyl-5-hydroxykynurenamine;C10H12N2O3;208.0847923;208.2139;
HMDB12958;Gamma-Tocotrienol;C28H42O2;410.3184806;410.6319;
HMDB12965;Gonadotropin releasing hormone;C55H77N17O14;1199.58359;1200.3054;
HMDB12969;Heptanoyl-CoA;C28H48N7O17P3S;879.2040234;879.704;
HMDB12971;1-Hexanol;C6H14O;102.1044651;102.1748;
HMDB12973;Hydrazine;H4N2;32.03744814;32.0452;
HMDB12974;Hypothiocyanite;CHNOS;74.97788435;75.09;
HMDB12983;Kinetensin 1-3;C15H30N6O4;358.2328535;358.4365;
HMDB12984;Kinetensin 1-7;C41H65N15O9;911.5089688;912.0499;
HMDB12985;Kinetensin 1-8;C50H74N16O10;1058.577383;1059.2238;
HMDB12986;Kinetensin 4-7;C26H37N9O6;571.28668;571.6287;
HMDB12987;Kinetensin 4-8;C35H46N10O7;718.3550939;718.8025;
HMDB12988;Kinetensin;C56H85N17O11;1171.661447;1172.3814;
HMDB12992;Leukoaminochrome;C8H9NO2;151.0633285;151.1626;
HMDB12993;Leukotriene C5;C30H45N3O9S;623.2876507;623.758;
HMDB12994;Leukotriene D5;C25H38N2O6S;494.2450576;494.644;
HMDB12996;Lipoyllysine;C14H26N2O3S2;334.1384841;334.498;
HMDB12999;Maltodecaose;C60H102O51;1638.538799;1639.4213;
HMDB13000;Maltoheptaose;C42H72O36;1152.380329;1152.9995;
HMDB13001;Maltononaose;C54H92O46;1476.485976;1477.2807;
HMDB13010;N-Heptanoylglycine;C9H17NO3;187.1208434;187.2362;
