HMDB ID;Name;Chemical Formula;Monoisotopic Mass;Average Mass;
HMDB13016;Neuromedin B (1-3);C12H22N4O5;302.1590198;302.3269;
HMDB13017;Neuromedin B (4-10);C40H53N11O8S;847.3799284;847.983;
HMDB13018;Neuromedin B;C52H73N15O12S;1131.528384;1132.294;
HMDB13019;Neuromedin C 1-8;C39H53N15O9;875.4150684;875.9332;
HMDB13020;Neuromedin C;C50H73N17O11S;1119.539617;1120.287;
HMDB13021;Neuromedin N (1-4);C26H40N4O6;504.294785;504.619;
HMDB13022;Neuromedin N;C32H51N5O7;617.378849;617.7766;
HMDB13023;Neurotensin 1-10;C57H90N18O16;1282.678219;1283.4355;
HMDB13024;Neurotensin 11-13;C21H33N3O5;407.2420212;407.5038;
HMDB13025;6,9,12,15,18,21-Tetracosahexaenoic acid;C24H35O2;355.2637054;355.5335;
HMDB13028;Nonanoyl-CoA;C30H52N7O17P3S;907.2353235;907.757;
HMDB13029;Noradrenochrome o-semiquinone;C8H8NO3;166.0504181;166.154;
HMDB13030;Noradrenochrome;C8H7NO3;165.0425931;165.1461;
HMDB13031;O2'-4a-cyclic-tetrahydrobiopterin;C9H13N5O3;239.1018393;239.2312;
HMDB13032;Omega-Carboxy-trinor-leukotriene B4;C18H26O6;338.1729386;338.3954;
HMDB13033;Oxytocin 1-8;C40H60N10O12S2;936.3833588;937.094;
HMDB13034;Palmitoylglycine;C18H35NO3;313.261694;313.4754;
HMDB13035;Paraoxon;C10H14NO6P;275.0558737;275.195;
HMDB13036;1-Pentanol;C5H12O;88.08881501;88.1482;
HMDB13037;Pentanoyl-CoA;C26H44N7O17P3S;851.1727232;851.651;
HMDB13038;Prostaglandin E2 ethanolamide;C22H37NO5;395.2671733;395.5329;
HMDB13039;Prostaglandin G1;C20H34O6;370.2355388;370.4804;
HMDB13040;PGH3;C20H30O5;350.2093241;350.4492;
HMDB13041;Prostaglandin H1;C20H34O5;354.2406242;354.481;
HMDB13043;Prostaglandin PGE2 1-glyceryl ester;C23H38O7;426.2617536;426.5436;
HMDB13045;Prostaglandin PGE2 glyceryl ester;C23H38O7;426.2617536;426.5436;
HMDB13046;Psychosine sulfate;C24H47NO10S;541.2920674;541.696;
HMDB13055;S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione;C30H51N3O10S;645.3295156;645.805;
HMDB13056;S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione;C30H49N3O10S;643.3138655;643.789;
HMDB13057;S-(9-deoxy-delta12-PGD2)-glutathione;C30H49N3O10S;643.3138655;643.789;
HMDB13058;S-(9-deoxy-delta9,12-PGD2)-glutathione;C30H47N3O10S;641.2982154;641.773;
HMDB13059;S-(9-hydroxy-PGA1)-glutathione;C30H51N3O10S;645.3295156;645.805;
HMDB13060;S-(9-hydroxy-PGA2)-glutathione;C30H49N3O10S;643.3138655;643.789;
HMDB13061;S-(PGA1)-glutathione;C30H49N3O10S;643.3138655;643.789;
HMDB13062;S-(PGA2)-glutathione;C30H47N3O10S;641.2982154;641.773;
HMDB13063;S-(PGJ2)-glutathione;C30H47N3O10S;641.2982154;641.773;
HMDB13067;Salsoline-1-carboxylate;C12H15NO4;237.100108;237.2518;
HMDB13068;Salsolinol 1-carboxylate;C11H13NO4;223.0844579;223.2252;
HMDB13070;Sinapyl alcohol;C11H14O4;210.0892089;210.2265;
HMDB13071;Somatostatin fragment 3-14;C72H98N16O17S2;1522.673727;1523.776;
HMDB13072;Somatostatin;C77H106N18O19S2;1650.732305;1651.905;
HMDB13075;Spermic acid 2;C10H20N2O4;232.1423071;232.2768;
HMDB13076;Spermine dialdehyde;C10H20N2O2;200.1524779;200.278;
HMDB13078;Stearoylethanolamide;C20H41NO2;327.3137296;327.545;
HMDB13105;trans-4,5-epoxy-2(E)-decenal;C10H16O2;168.1150298;168.2328;
HMDB13109;Tridecanoyl-CoA;C34H60N7O17P3S;963.2979238;963.863;
HMDB13111;Ubiquinol-10;C59H92O4;864.6995614;865.3594;
HMDB13112;UDP-N-acetyl-D-mannosamine;C17H27N3O17P2;607.0815695;607.3537;
HMDB13113;1-Undecanol;C11H24O;172.1827154;172.3077;
HMDB13114;Undecanoyl-CoA;C32H56N7O17P3S;935.2666236;935.81;
HMDB13115;Valproyl-CoA;C29H50N7O17P3S;893.2196734;893.73;
HMDB13116;Valproylglycine;C10H19NO3;201.1364935;201.2628;
HMDB13117;Vitamin A2;C20H28O;284.2140155;284.4357;
HMDB13118;Xanthurenate-8-O-beta-D-glucoside;C16H17NO9;367.0903311;367.3075;
HMDB13121;7-Dehydropregnenolone;C21H30O2;314.2245802;314.4617;
HMDB13122;LysoPC(P-18:0);C26H54NO6P;507.368875;507.6838;
HMDB13124;Propenoylcarnitine;C10H17NO4;215.115758;215.2463;
HMDB13125;Hydroxypropionylcarnitine;C10H19NO5;233.1263227;233.2616;
HMDB13126;Butenylcarnitine;C11H19NO4;229.1314081;229.2729;
HMDB13127;Hydroxybutyrylcarnitine;C11H21NO5;247.1419728;247.2881;
HMDB13128;Valerylcarnitine;C12H23NO4;245.1627082;245.3153;
HMDB13129;Glutaconylcarnitine;C12H19NO6;273.1212373;273.2824;
HMDB13130;Glutarylcarnitine;C12H21NO6;275.1368874;275.2982;
HMDB13131;Hydroxyhexanoycarnitine;C13H25NO5;275.1732729;275.3413;
HMDB13132;Hydroxyvalerylcarnitine;C12H25NO5;263.1732729;263.3306;
HMDB13133;Methylmalonylcarnitine;C11H19NO6;261.1212373;261.2717;
HMDB13134;Fumarycarnitine;C11H17NO6;259.1055873;259.2558;
HMDB13136;1,2 Diaminopropane;C3H10N2;74.08439833;74.1249;
HMDB13139;1-Hydroxypyrene;C16H12O;220.088815;220.2659;
HMDB13141;1-Methylhypoxanthine ;C6H6N4O;150.0541608;150.138;
HMDB13154;12-Hydroxy-12-octadecanoylcarnitine;C25H49NO5;443.3610737;443.6603;
HMDB13156;16-alpha-Hydroxyandrosterone;C19H30O3;306.2194948;306.4397;
HMDB13157;18-Hydroxy-11-dehydrotetrahydrocorticosterone;C21H32O5;364.2249741;364.4758;
HMDB13158;1b,3a,7b-Trihydroxy-5b-cholanoic acid;C24H40O6;424.282489;424.5708;
HMDB13159;2,3-Diaminosalicylic acid;C7H8N2O3;168.0534921;168.15;
HMDB13161;2-Hexenoylcarnitine;C13H23NO4;257.1627082;257.326;
HMDB13162;2-Hexenoylcholine;C11H22NO2;200.165054;200.2979;
HMDB13163;2-Hydroxyfluorene;C13H10O;182.0731649;182.2179;
HMDB13164;2-Hydroxylauroylcarnitine;C19H37NO5;359.2671733;359.5008;
HMDB13166;2-Hydroxymyristoylcarnitine;C21H41NO5;387.2984734;387.5539;
HMDB13187;3-Hydroxyhexdecanedioyl-CoA;C37H64N7O20P3S;1051.313968;1051.925;
HMDB13188;3-Hydroxypicolinic acid;C6H5NO3;139.026943;139.1088;
HMDB13189;3-Indole carboxylic acid glucuronide;C15H15NO8;337.0797665;337.2815;
HMDB13192;3a,7b,21-Trihydroxy-5b-cholanoic acid;C24H40O6;424.282489;424.5708;
HMDB13195;4-Aminobiphenyl;C12H11N;169.0891494;169.2224;
HMDB13198;4-O-Methylgallic acid;C8H8O5;184.0371734;184.1461;
HMDB13199;5-Androstene-3alpha-16b,17b-triol;C19H30O3;306.2194948;306.4397;
HMDB13200;5-Hydroxytryptophol glucuronide;C16H21NO7;339.131802;339.3404;
HMDB13202;6-Keto-decanoylcarnitine;C17H31NO5;329.2202231;329.4317;
HMDB13204;6-Succinoaminopurine ;C9H9N5O3;235.0705392;235.1995;
HMDB13205;9-Decenoylcarnitine;C17H31NO4;313.2253085;313.4323;
HMDB13206;9-Decenoylcholine;C15H30NO2;256.2276542;256.4042;
HMDB13207;9-Hexadecenoylcarnitine;C23H43NO4;397.3192089;397.5918;
HMDB13208;9-Hexadecenoylcholine;C21H42NO2;340.3215546;340.5637;
HMDB13209;Alanyltryptophan;C14H17N3O3;275.1269914;275.3031;
HMDB13211;Alpha-Ketooctanoic acid;C8H14O3;158.0942943;158.195;
HMDB13213;Alpha-Linoleoylcholine;C23H44NO2;366.3372047;366.601;
HMDB13219;Behenoylglycine;C24H47NO3;397.3555944;397.6349;
HMDB13220;Beta-Citryl-L-glutamic acid;C11H15NO10;321.0695957;321.2375;
HMDB13221;Beta-Cortolone;C21H34O5;366.2406242;366.4917;
HMDB13222;Beta-Guanidinopropionic acid;C4H9N3O2;131.0694765;131.1332;
HMDB13223;Butyrylcholine;C9H20NO2;174.1494039;174.2606;
HMDB13224;Caproylcholine;C11H24NO2;202.180704;202.3138;
HMDB13225;Capryloylcholine;C13H28NO2;230.2120041;230.3669;
HMDB13227;cis-5-Decenedioic acid;C10H16O4;200.104859;200.2316;
HMDB13228;Decanoylcholine;C15H32NO2;258.2433043;258.4201;
HMDB13230;Epitestosterone sulfate;C19H28O5S;368.1657447;368.488;
HMDB13231;Ethylamine;C2H7N;45.05784923;45.0837;
HMDB13232;Etiocholanolone sulfate;C19H30O5S;370.1813948;370.504;
HMDB13233;Gamma-delta-Dioxovaleric acid;C5H6O4;130.0266087;130.0987;
HMDB13238;Heptanoylcarnitine;C14H27NO4;273.1940084;273.3685;
HMDB13239;Heptanoylcholine;C12H26NO2;216.1963541;216.3403;
HMDB13240;Indoleacetyl glutamine;C15H17N3O4;303.121906;303.3132;
HMDB13243;Leucyl-phenylalanine;C15H22N2O3;278.1630426;278.3468;
HMDB13244;Lipid A;C94H178N2O25P2;1797.219392;1798.365;
HMDB13245;m-Methylhippuric acid;C10H11NO3;193.0738932;193.1992;
HMDB13246;Margaroylglycine;C19H37NO3;327.2773441;327.502;
HMDB13247;Monobutylphthalate;C12H14O4;222.0892089;222.2372;
HMDB13248;Monoethylhexyl phthalic acid;C16H22O4;278.1518092;278.3435;
HMDB13250;Myristoylglycine;C16H31NO3;285.2303939;285.4222;
HMDB13253;N-Acetylhistamine ;C7H11N3O;153.090212;153.1817;
HMDB13267;N-Decanoylglycine;C12H23NO3;229.1677936;229.3159;
HMDB13272;N-Lauroylglycine;C14H27NO3;257.1990937;257.3691;
HMDB13279;N-Nonanoylglycine;C11H21NO3;215.1521435;215.2893;
HMDB13286;N-Undecanoylglycine;C13H25NO3;243.1834437;243.3425;
HMDB13287;Ne,Ne dimethyllysine;C8H18N2O2;174.1368278;174.2407;
HMDB13288;Nonanoylcarnitine;C16H31NO4;301.2253085;301.4216;
HMDB13292;p-Methylhippuric acid;C10H11NO3;193.0738932;193.1992;
HMDB13297;Pentacosanoylglycine;C27H53NO3;439.4025446;439.7146;
HMDB13299;Pentadecanol;C15H32O;228.2453156;228.414;
HMDB13300;Pentadecanoylglycine;C17H33NO3;299.2460439;299.4488;
HMDB13302;Phenylalanylphenylalanine;C18H20N2O3;312.1473925;312.363;
HMDB13303;Pristanoylglycine;C21H41NO3;355.3086442;355.5551;
HMDB13305;Propionylcholine;C8H18NO2;160.1337538;160.234;
HMDB13308;Stearoylglycine;C20H39NO3;341.2929941;341.5286;
HMDB13310;Tetracosanoylglycine;C26H51NO3;425.3868945;425.688;
HMDB13311;trans-2-Hexenedioic acid;C6H8O4;144.0422587;144.1253;
HMDB13312;trans-3-Octenedioic acid;C8H12O4;172.0735589;172.1785;
HMDB13314;Tricosanoylglycine;C25H49NO3;411.3712444;411.6615;
HMDB13316;Tridecanol;C13H28O;200.2140155;200.3608;
HMDB13317;Tridecanoylglycine;C15H29NO3;271.2147438;271.3957;
HMDB13318;Tryptophanamide;C11H13N3O;203.1058621;203.2404;
HMDB13319;Tyrosinamide;C9H12N2O2;180.0898776;180.2038;
HMDB13321;Undecanoylcarnitine;C18H35NO4;329.2566086;329.4748;
HMDB13322;Undecanoylcholine;C16H34NO2;272.2589543;272.4467;
HMDB13324;2-Octenoylcarnitine;C15H27NO4;285.1940084;285.3792;
HMDB13325;2-trans,4-cis-Decadienoylcarnitine;C17H29NO4;311.2096584;311.4165;
HMDB13326;trans-2-Dodecenoylcarnitine;C19H35NO4;341.2566086;341.4855;
HMDB13327;Dodecanedioylcarnitine;C19H35NO6;373.2464379;373.4843;
HMDB13328;Pimelylcarnitine;C14H25NO6;303.1681875;303.3514;
HMDB13329;trans-2-Tetradecenoylcarnitine;C21H39NO4;369.2879087;369.5387;
HMDB13330;3-Hydroxy-cis-5-tetradecenoylcarnitine;C21H39NO5;385.2828234;385.5381;
HMDB13331;3, 5-Tetradecadiencarnitine;C21H37NO4;367.2722587;367.5228;
HMDB13332;3-Hydroxy-5, 8-tetradecadiencarnitine;C21H37NO5;383.2671733;383.5222;
HMDB13333;3-Hydroxy-9-hexadecenoylcarnitine;C23H43NO5;413.3141235;413.5912;
HMDB13334;9,12-Hexadecadienoylcarnitine;C23H41NO4;395.3035588;395.5759;
HMDB13335;3-Hydroxyhexadecadienoylcarnitine;C23H41NO5;411.2984734;411.5753;
HMDB13336;3-Hydroxyhexadecanoylcarnitine;C23H45NO5;415.3297736;415.6071;
HMDB13337;2-Hydroxyhexadecanoylcarnitine;C23H45NO5;415.3297736;415.6071;
HMDB13338;11Z-Octadecenylcarnitine;C25H47NO4;425.350509;425.645;
HMDB13339;3-Hydroxy-11Z-octadecenoylcarnitine;C25H47NO5;441.3454236;441.6444;
HMDB13340;3-Hydroxy-9Z-octadecenoylcarnitine;C25H47NO5;441.3454236;441.6444;
HMDB13341;PC(o-14:0/16:0);C38H78NO7P;691.5515904;692.0022;
HMDB13402;PC(o-14:0/16:1(9Z));C38H76NO7P;689.5359403;689.9863;
HMDB13403;PC(o-16:0/14:1(9Z));C38H76NO7P;689.5359403;689.9863;
HMDB13404;PC(o-16:0/16:1(9Z));C40H80NO7P;717.5672404;718.0395;
HMDB13405;PC(o-16:0/18:0);C42H86NO7P;747.6141906;748.1085;
HMDB13406;PC(o-16:0/20:0);C44H90NO7P;775.6454908;776.1617;
HMDB13407;PC(o-16:0/20:4(8Z,11Z,14Z,17Z));C44H82NO7P;767.5828905;768.0981;
HMDB13408;PC(o-16:0/22:0);C46H94NO7P;803.6767909;804.2148;
HMDB13409;PC(o-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C46H82NO7P;791.5828905;792.1195;
HMDB13410;PC(o-16:1(9Z)/14:1(9Z));C38H74NO7P;687.5202902;687.9704;
HMDB13411;PC(o-16:1(9Z)/16:1(9Z));C40H78NO7P;715.5515904;716.0236;
HMDB13412;PC(o-16:1(9Z)/18:0);C42H84NO7P;745.5985406;746.0926;
HMDB13413;PC(o-16:1(9Z)/18:2(9Z,12Z));C42H80NO7P;741.5672404;742.0609;
HMDB13414;PC(o-16:1(9Z)/20:0);C44H88NO7P;773.6298407;774.1458;
HMDB13415;PC(o-16:1(9Z)/20:4(8Z,11Z,14Z,17Z));C44H80NO7P;765.5672404;766.0823;
HMDB13416;PC(o-16:1(9Z)/22:0);C46H92NO7P;801.6611408;802.1989;
HMDB13417;PC(o-18:0/18:0);C44H90NO7P;775.6454908;776.1617;
HMDB13418;PC(o-18:0/18:2(9Z,12Z));C44H86NO7P;771.6141906;772.1299;
HMDB13419;PC(o-18:0/20:0);C46H94NO7P;803.6767909;804.2148;
HMDB13420;PC(o-18:0/20:4(8Z,11Z,14Z,17Z));C46H86NO7P;795.6141906;796.1513;
HMDB13421;PC(o-18:0/22:0);C48H98NO7P;831.708091;832.268;
HMDB13422;PC(o-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C48H86NO7P;819.6141906;820.1727;
HMDB13423;PC(o-18:0/24:0);C50H102NO7P;859.7393911;860.3211;
HMDB13424;PC(o-18:1(11Z)/16:0);C42H84NO7P;745.5985406;746.0926;
HMDB13425;PC(o-18:1(11Z)/18:2(9Z,12Z));C44H84NO7P;769.5985406;770.114;
HMDB13426;PC(o-18:1(9Z)/16:0);C42H84NO7P;745.5985406;746.0926;
HMDB13427;PC(o-18:1(9Z)/18:0);C44H88NO7P;773.6298407;774.1458;
HMDB13428;PC(o-18:1(9Z)/18:1(11Z));C44H86NO7P;771.6141906;772.1299;
HMDB13429;PC(o-18:1(9Z)/18:2(9Z,12Z));C44H84NO7P;769.5985406;770.114;
HMDB13430;PC(o-18:1(9Z)/20:0);C46H92NO7P;801.6611408;802.1989;
HMDB13431;PC(o-18:1(9Z)/20:1(11Z));C46H90NO7P;799.6454908;800.1831;
HMDB13432;PC(o-18:1(9Z)/20:4(8Z,11Z,14Z,17Z));C46H84NO7P;793.5985406;794.1354;
HMDB13433;PC(o-18:1(9Z)/22:0);C48H96NO7P;829.6924409;830.2521;
HMDB13434;PC(o-18:1(9Z)/24:0);C50H100NO7P;857.7237411;858.3053;
HMDB13435;PC(o-18:2(9Z,12Z)/18:2(9Z,12Z));C44H82NO7P;767.5828905;768.0981;
HMDB13436;PC(o-18:2(9Z,12Z)/20:0);C46H90NO7P;799.6454908;800.1831;
HMDB13437;PC(o-18:2(9Z,12Z)/22:0);C48H94NO7P;827.6767909;828.2362;
HMDB13438;PC(o-18:2(9Z,12Z)/24:0);C50H98NO7P;855.708091;856.2894;
HMDB13439;PC(o-20:0/18:3(6Z,9Z,12Z));C46H88NO7P;797.6298407;798.1672;
HMDB13440;PC(o-20:0/18:3(9Z,12Z,15Z));C46H88NO7P;797.6298407;798.1672;
HMDB13441;PC(o-20:0/20:0);C48H98NO7P;831.708091;832.268;
HMDB13442;PC(o-20:0/20:4(8Z,11Z,14Z,17Z));C48H90NO7P;823.6454908;824.2045;
HMDB13443;PC(o-20:0/22:0);C50H102NO7P;859.7393911;860.3211;
HMDB13444;PC(o-20:1(11Z)/20:4(8Z,11Z,14Z,17Z));C48H88NO7P;821.6298407;822.1886;
HMDB13445;PC(o-22:0/18:3(6Z,9Z,12Z));C48H92NO7P;825.6611408;826.2203;
HMDB13446;PC(o-22:0/18:3(9Z,12Z,15Z));C48H92NO7P;825.6611408;826.2203;
HMDB13447;PC(o-22:0/20:1(11Z));C50H100NO7P;857.7237411;858.3053;
HMDB13448;PC(o-22:0/20:4(8Z,11Z,14Z,17Z));C50H94NO7P;851.6767909;852.2576;
HMDB13449;PC(o-22:0/22:3(10Z,13Z,16Z));C52H100NO7P;881.7237411;882.3267;
HMDB13450;PC(o-22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C52H94NO7P;875.6767909;876.279;
HMDB13451;PC(o-22:1(13Z)/20:4(8Z,11Z,14Z,17Z));C50H92NO7P;849.6611408;850.2417;
HMDB13452;PC(o-22:1(13Z)/22:2(13Z,16Z));C52H100NO7P;881.7237411;882.3267;
HMDB13453;PC(o-22:1(13Z)/22:3(10Z,13Z,16Z));C52H98NO7P;879.708091;880.3108;
HMDB13454;PC(o-22:2(13Z,16Z)/20:2(11Z,14Z));C50H94NO7P;851.6767909;852.2576;
HMDB13455;PC(o-22:2(13Z,16Z)/22:2(13Z,16Z));C52H98NO7P;879.708091;880.3108;
HMDB13456;PC(o-22:2(13Z,16Z)/22:3(10Z,13Z,16Z));C52H96NO7P;877.6924409;878.2949;
HMDB13457;PC(o-22:3(10Z,13Z,16Z)/22:3(10Z,13Z,16Z));C52H94NO7P;875.6767909;876.279;
HMDB13458;PC(o-24:0/18:3(6Z,9Z,12Z));C50H96NO7P;853.6924409;854.2735;
HMDB13459;PC(o-24:0/18:3(9Z,12Z,15Z));C50H96NO7P;853.6924409;854.2735;
HMDB13460;PC(o-24:0/20:4(8Z,11Z,14Z,17Z));C52H98NO7P;879.708091;880.3108;
HMDB13461;SM(d18:0/26:1(17Z));C49H97N2O6P;840.7084254;841.278;
HMDB13462;SM(d18:0/14:1(9Z)(OH));C37H73N2O7P;688.5155392;688.9585;
HMDB13463;SM(d18:0/16:1(9Z)(OH));C39H77N2O7P;716.5468393;717.0116;
HMDB13464;SM(d18:0/16:1(9Z));C39H79N2O6P;702.5675748;703.0281;
HMDB13465;SM(d18:0/20:2(11Z,14Z));C43H83N2O6P;754.5988749;755.1027;
HMDB13466;SM(d18:0/22:1(13Z)(OH));C45H89N2O7P;800.6407397;801.1711;
HMDB13467;SM(d18:0/22:2(13Z,16Z)(OH));C45H87N2O7P;798.6250897;799.1552;
HMDB13468;SM(d18:0/22:3(10Z,13Z,16Z));C45H85N2O6P;780.614525;781.14;
HMDB13469;SM(d18:0/24:1(15Z)(OH));C47H93N2O7P;828.6720399;829.2243;
HMDB13470;LPS with O-antigen;C211H376N8O126P6;5224.168616;5227.0637;
HMDB13471;LPS core;C175H317N5O101P6;4290.824851;4293.205;
HMDB13472;PGP(16:0/16:0);C38H76O13P2;802.4761165;802.961;
HMDB13473;PGP(16:0/16:1(9Z));C38H74O13P2;800.4604664;800.945;
HMDB13474;PGP(16:0/18:0);C40H80O13P2;830.5074166;831.015;
HMDB13475;PGP(16:0/18:1(11Z));C40H78O13P2;828.4917666;828.999;
HMDB13476;PGP(16:0/18:1(9Z));C40H78O13P2;828.4917666;828.999;
HMDB13477;PGP(16:0/18:2(9Z,12Z));C40H76O13P2;826.4761155;826.9712;
HMDB13478;PGP(16:0/18:3(6Z,9Z,12Z));C40H74O13P2;824.4604655;824.9553;
HMDB13479;PGP(16:0/18:3(9Z,12Z,15Z));C40H74O13P2;824.4604655;824.9553;
HMDB13480;PGP(16:0/20:3(5Z,8Z,11Z));C42H78O13P2;852.4917656;853.0084;
HMDB13481;PGP(16:0/20:3(8Z,11Z,14Z));C42H78O13P2;852.4917656;853.0084;
HMDB13482;PGP(16:0/20:4(5Z,8Z,11Z,14Z));C42H76O13P2;850.4761155;850.9926;
HMDB13483;PGP(16:0/22:4(7Z,10Z,13Z,16Z));C44H80O13P2;878.5074157;879.0457;
HMDB13484;PGP(16:0/22:5(4Z,7Z,10Z,13Z,16Z));C44H78O13P2;876.4917656;877.0298;
HMDB13485;PGP(16:0/22:5(7Z,10Z,13Z,16Z,19Z));C44H78O13P2;876.4917666;877.043;
HMDB13486;PGP(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C44H76O13P2;874.4761155;875.014;
HMDB13487;PGP(16:1(9Z)/16:0);C38H74O13P2;800.4604664;800.945;
HMDB13488;PGP(16:1(9Z)/16:1(9Z));C38H72O13P2;798.4448164;798.929;
HMDB13489;PGP(16:1(9Z)/18:0);C40H78O13P2;828.4917656;828.987;
HMDB13490;PGP(16:1(9Z)/18:1(11Z));C40H76O13P2;826.4761165;826.983;
HMDB13491;PGP(16:1(9Z)/18:1(9Z));C40H76O13P2;826.4761165;826.983;
HMDB13492;PGP(16:1(9Z)/18:2(9Z,12Z));C40H74O13P2;824.4604655;824.9553;
HMDB13493;PGP(16:1(9Z)/18:3(6Z,9Z,12Z));C40H72O13P2;822.4448154;822.9394;
HMDB13495;PGP(16:1(9Z)/20:3(5Z,8Z,11Z));C42H76O13P2;850.4761155;850.9926;
HMDB13496;PGP(16:1(9Z)/20:3(8Z,11Z,14Z));C42H76O13P2;850.4761155;850.9926;
HMDB13497;PGP(16:1(9Z)/20:4(5Z,8Z,11Z,14Z));C42H74O13P2;848.4604655;848.9767;
HMDB13498;PGP(16:1(9Z)/22:4(7Z,10Z,13Z,16Z));C44H78O13P2;876.4917656;877.0298;
HMDB13499;PGP(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));C44H76O13P2;874.4761155;875.014;
HMDB13500;PGP(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));C44H76O13P2;874.4761155;875.014;
HMDB13501;PGP(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C44H74O13P2;872.4604655;872.9981;
HMDB13502;PGP(18:0/16:0);C40H80O13P2;830.5074166;831.015;
HMDB13503;PGP(18:0/16:1(9Z));C40H78O13P2;828.4917656;828.987;
HMDB13504;PGP(18:0/18:0);C42H84O13P2;858.5387168;859.069;
HMDB13505;PGP(18:0/18:1(11Z));C42H82O13P2;856.5230657;857.0402;
HMDB13506;PGP(18:0/18:1(9Z));C42H82O13P2;856.5230667;857.053;
HMDB13507;PGP(18:0/18:2(9Z,12Z));C42H80O13P2;854.5074157;855.0243;
HMDB13508;PGP(18:0/18:3(6Z,9Z,12Z));C42H78O13P2;852.4917656;853.0084;
HMDB13509;PGP(18:0/18:3(9Z,12Z,15Z));C42H78O13P2;852.4917656;853.0084;
HMDB13510;PGP(18:0/20:3(5Z,8Z,11Z));C44H82O13P2;880.5230657;881.0616;
HMDB13511;PGP(18:0/20:3(8Z,11Z,14Z));C44H82O13P2;880.5230657;881.0616;
HMDB13512;PGP(18:0/20:4(5Z,8Z,11Z,14Z));C44H80O13P2;878.5074157;879.0457;
HMDB13513;PGP(18:0/22:4(7Z,10Z,13Z,16Z));C46H84O13P2;906.5387158;907.0989;
HMDB13514;PGP(18:0/22:5(4Z,7Z,10Z,13Z,16Z));C46H82O13P2;904.5230657;905.083;
HMDB13515;PGP(18:0/22:5(7Z,10Z,13Z,16Z,19Z));C46H82O13P2;904.5230657;905.083;
HMDB13516;PGP(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C46H80O13P2;902.5074157;903.0671;
HMDB13517;PGP(18:1(11Z)/16:0);C40H78O13P2;828.4917656;828.987;
HMDB13518;PGP(18:1(11Z)/16:1(9Z));C40H76O13P2;826.4761155;826.9712;
HMDB13519;PGP(18:1(11Z)/18:0);C42H82O13P2;856.5230657;857.0402;
HMDB13520;PGP(18:1(11Z)/18:1(11Z));C42H80O13P2;854.5074166;855.037;
HMDB13521;PGP(18:1(11Z)/18:1(9Z));C42H80O13P2;854.5074157;855.0243;
HMDB13522;PGP(18:1(11Z)/18:2(9Z,12Z));C42H78O13P2;852.4917656;853.0084;
HMDB13523;PGP(18:1(11Z)/18:3(6Z,9Z,12Z));C42H76O13P2;850.4761155;850.9926;
HMDB13524;PGP(18:1(11Z)/18:3(9Z,12Z,15Z));C42H76O13P2;850.4761155;850.9926;
HMDB13525;PGP(18:1(11Z)/20:3(5Z,8Z,11Z));C44H80O13P2;878.5074157;879.0457;
HMDB13526;PGP(18:1(11Z)/20:3(8Z,11Z,14Z));C44H80O13P2;878.5074157;879.0457;
HMDB13527;PGP(18:1(11Z)/20:4(5Z,8Z,11Z,14Z));C44H78O13P2;876.4917656;877.0298;
HMDB13528;PGP(18:1(11Z)/22:4(7Z,10Z,13Z,16Z));C46H82O13P2;904.5230657;905.083;
HMDB13529;PGP(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z));C46H80O13P2;902.5074157;903.0671;
HMDB13530;PGP(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));C46H80O13P2;902.5074157;903.0671;
HMDB13531;PGP(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C46H78O13P2;900.4917656;901.0512;
HMDB13532;PGP(18:1(9Z)/16:0);C40H78O13P2;828.4917666;828.999;
HMDB13533;PGP(18:1(9Z)/16:1(9Z));C40H76O13P2;826.4761165;826.983;
HMDB13534;PGP(18:1(9Z)/18:0);C42H82O13P2;856.5230657;857.0402;
HMDB13535;PGP(18:1(9Z)/18:1(11Z));C42H80O13P2;854.5074157;855.0243;
HMDB13536;PGP(18:1(9Z)/18:1(9Z));C42H80O13P2;854.5074166;855.037;
HMDB13537;PGP(18:1(9Z)/18:2(9Z,12Z));C42H78O13P2;852.4917656;853.0084;
HMDB13538;PGP(18:1(9Z)/18:3(6Z,9Z,12Z));C42H76O13P2;850.4761155;850.9926;
HMDB13539;PGP(18:1(9Z)/18:3(9Z,12Z,15Z));C42H76O13P2;850.4761155;850.9926;
HMDB13540;PGP(18:1(9Z)/20:3(5Z,8Z,11Z));C44H80O13P2;878.5074157;879.0457;
HMDB13541;PGP(18:1(9Z)/20:3(8Z,11Z,14Z));C44H80O13P2;878.5074157;879.0457;
HMDB13542;PGP(18:1(9Z)/20:4(5Z,8Z,11Z,14Z));C44H78O13P2;876.4917656;877.0298;
